fund_id,fund_name,snapshot_date,group_identifier,item_id,asset_name,instrument_id,instrument_type_identifier,quantity,nav_value,exposure,nav_percentage,isin_code,issuer_name
11,Fund A,2026-03-01,private_bonds,13205,CGEE13 COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G IPCA+8.7219% 14/Dez/41,78,bond,9985,9717313.02,0.050876264766622534,,BRCGEEDBS038,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G
11,Fund A,2026-03-01,private_bonds,13213,CGEE13 COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G IPCA+8.7219% 14/Dez/41,78,bond,204,198530.98,0.0010394349536696041,,BRCGEEDBS038,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G
11,Fund A,2026-03-01,private_bonds,13214,CGEE13 COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G IPCA+8.7219% 14/Dez/41,78,bond,400,389276.44,0.0020381077522933413,,BRCGEEDBS038,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G
11,Fund A,2026-03-01,private_bonds,13210,TEPA13 BRASIL TECNOLOGIA E PARTICIPACAO S.A. IPCA+11.5593% 15/Mar/32,83,bond,5508,5924504.89,0.031018521112833958,,BRTEPADBS031,BRASIL TECNOLOGIA E PARTICIPACAO S.A.
11,Fund A,2026-03-01,private_bonds,13212,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,392,428161.3,0.002241694551042398,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-03-01,private_bonds,13218,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,1000,1092248.21,0.005718608548577546,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-03-01,private_bonds,13221,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,1000,1092248.21,0.005718608548577546,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-03-01,private_bonds,13222,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,934,1020159.83,0.005341180384371428,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-03-01,private_bonds,13223,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,930,1015790.84,0.005318305950177118,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-03-01,private_bonds,13224,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,1010,1103170.7,0.005775794634063322,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-03-01,private_bonds,13216,RDORD9 REDE DOR SAO LUIZ S/A CDI+2.25% 25/Jul/31,123,bond,3650,3798276.33,0.019886373069941322,,BRRDORDBS0K9,REDE DOR SAO LUIZ S/A
11,Fund A,2026-03-01,private_bonds,13217,CMGD19 CEMIG DISTRIBUICAO S/A CDI+2.05% 15/Mai/26,124,bond,1900,993832.34,0.005203339376767857,,BRCMGDDBS0C8,CEMIG DISTRIBUICAO S/A
11,Fund A,2026-03-01,cash,4037,BRL,,,,0,0,,,
11,Fund A,2026-03-01,provisions,139180,ajuste de futuro,,,,483522.02,0.002531542850384998,,,
11,Fund A,2026-03-01,provisions,140422,taxa CVM,,,,3797.24,0.000019880947248681518,,,
11,Fund A,2026-03-01,provisions,142024,ajuste de PL,,,,0.01,5.235630944760278e-11,,,
11,Fund A,2026-03-01,provisions,139190,outros/não categorizado,,,,0,0,,,
11,Fund A,2026-03-01,provisions,139383,liquidação de compromissada (volta),,,,0,0,,,
11,Fund A,2026-03-01,provisions,140423,liquidação de compromissada (ida),,,,0,0,,,
11,Fund A,2026-03-01,provisions,142091,ajuste de saldo em conta,,,,0,0,,,
11,Fund A,2026-03-01,provisions,142071,liquidação de compra/venda de ativos na BM&F,,,,-12.47,-6.528831788116067e-8,,,
11,Fund A,2026-03-01,provisions,142042,taxa SELIC,,,,-180.06,-9.427277079135356e-7,,,
11,Fund A,2026-03-01,provisions,139172,despesa de auditoria,,,,-1767.53,-0.000009254134763792134,,,
11,Fund A,2026-03-01,provisions,142041,taxa CETIP,,,,-2526.44,-0.000013227507444080156,,,
11,Fund A,2026-03-01,provisions,139176,taxa de custódia,,,,-6797.680042,-0.000035590143980474546,,,
11,Fund A,2026-03-01,provisions,139177,taxa de administração,,,,-9515.874669,-0.00004982160788347687,,,
11,Fund A,2026-03-31,futures,21545,Futuro de DI1 2030-01-02,89,future,-21,0,-0.006886970187633684,,,
11,Fund A,2026-03-31,futures,21540,Futuro de DI1 2029-01-02,99,future,-21,0,-0.007835816395317977,,,
11,Fund A,2026-03-31,futures,21550,Futuro de DI1 2028-01-03,98,future,-22,0,-0.00930926195342297,,,
11,Fund A,2026-03-31,futures,21538,Futuro de DI1 2027-01-04,97,future,-23,0,-0.01104491421554319,,,
11,Fund A,2026-03-31,futures,21546,Futuro de DI1 2032-01-02,101,future,-82,0,-0.020663275338784353,,,
11,Fund A,2026-03-31,futures,21549,Futuro de DI1 2031-01-02,100,future,-94,0,-0.027031433394370273,,,
11,Fund A,2026-03-31,futures,21539,Futuro de DAP 2026-08-17,95,future,-48,0,-0.04624827023818979,,,
11,Fund A,2026-03-31,futures,21544,Futuro de DAP 2028-08-15,96,future,-79,0,-0.06577763781022763,,,
11,Fund A,2026-03-31,futures,21541,Futuro de DAP 2029-05-15,85,future,-89,0,-0.07019555684299034,,,
11,Fund A,2026-03-31,futures,21547,Futuro de DAP 2027-05-17,93,future,-87,0,-0.07937580784341877,,,
11,Fund A,2026-03-31,futures,21542,Futuro de DAP 2033-05-16,94,future,-141,0,-0.08340460366583614,,,
11,Fund A,2026-03-31,futures,21543,Futuro de DAP 2030-08-15,87,future,-138,0,-0.09929816019477626,,,
11,Fund A,2026-03-31,futures,21537,Futuro de DAP 2032-08-16,88,future,-210,0,-0.13086817460336145,,,
11,Fund A,2026-03-31,futures,21548,Futuro de DAP 2035-05-15,86,future,-493,0,-0.2564385299595967,,,
11,Fund A,2026-03-31,bonds,21513,210100 vencimento 01/03/2028,71,bond,639,11947834.89,0.06332978843279513,,BRSTNCLF1RI1,Tesouro Nacional
11,Fund A,2026-03-31,bonds,21699,OVER @ NTNB 15/05/2029,105,overnight,0,0,0,,,Tesouro Nacional
11,Fund A,2026-03-31,bonds,22018,OVER @ NTNB 15/05/2033,111,overnight,1469,6197691.8,0.03285101560293466,,,Tesouro Nacional
11,Fund A,2026-03-31,private_bonds,21514,ARTRA7 ARTERIS S.A. IPCA+7.7% 15/Mai/35,75,bond,14803,15036987.29,0.07970391559239332,,BRARTRDBS0C4,ARTERIS S.A.
11,Fund A,2026-03-31,private_bonds,21515,ARTRA8 ARTERIS S.A. IPCA+8.2857% 15/Out/32,76,bond,18500,19388610.02,0.10276979733631361,,BRARTRDBS0E0,ARTERIS S.A.
11,Fund A,2026-03-31,private_bonds,21519,MTXS11 MTX SE-CAMANDUCAIA SPE S.A. IPCA+12.4111% 15/Set/39,80,bond,30000,31043341.23,0.16454598260126718,,BRMTXSDBS006,MTX SE-CAMANDUCAIA SPE S.A.
11,Fund A,2026-03-31,private_bonds,21520,RALM21 RIALMA TRANSMISSORA DE ENERGIA V S/A IPCA+7.8293% 15/Dez/48,81,bond,15640,17235591.72,0.09135767166322784,,BRRALMDBS011,RIALMA TRANSMISSORA DE ENERGIA V S/A
11,Fund A,2026-03-31,private_bonds,21518,MGPRA0 CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A IPCA+7.8868% 15/Mar/42,79,bond,15000,15232074.44,0.0807379797294686,,BRMGPRDBS076,CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A
11,Fund A,2026-03-31,private_bonds,21530,MGPRA0 CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A IPCA+7.8868% 15/Mar/42,79,bond,1000,1015471.63,0.005382531981964573,,BRMGPRDBS076,CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A
11,Fund A,2026-03-31,private_bonds,21516,BTEL13 V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. PRÉ+15.05% 15/Abr/32,77,bond,15180,16152532.45,0.0856168897225193,,BRBTELDBS020,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.
11,Fund A,2026-03-31,private_bonds,21536,EPRL12 EPR LITORAL PIONEIRO S.A. IPCA+8.203% 15/Mar/49,173,bond,13840,14773631.09,0.07830798968348472,,BREPRLDBS065,EPR LITORAL PIONEIRO S.A.
11,Fund A,2026-03-31,private_bonds,21523,VRDN12 VIARONDON CONCESSIONARIA DE RODOVIA S/A IPCA+5.55% 15/Dez/34,84,bond,9811,11848638.52,0.06280399563252492,,BRVRDNDBS012,VIARONDON CONCESSIONARIA DE RODOVIA S/A
11,Fund A,2026-03-31,private_bonds,21527,VRDN12 VIARONDON CONCESSIONARIA DE RODOVIA S/A IPCA+5.55% 15/Dez/34,84,bond,46,55553.7,0.000294463744684145,,BRVRDNDBS012,VIARONDON CONCESSIONARIA DE RODOVIA S/A
11,Fund A,2026-03-31,private_bonds,21517,CGEE13 COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G IPCA+8.7219% 14/Dez/41,78,bond,9985,9816371.57,0.05203191544458396,,BRCGEEDBS038,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G
11,Fund A,2026-03-31,private_bonds,21525,CGEE13 COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G IPCA+8.7219% 14/Dez/41,78,bond,204,200554.81,0.001063045643534815,,BRCGEEDBS038,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G
11,Fund A,2026-03-31,private_bonds,21526,CGEE13 COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G IPCA+8.7219% 14/Dez/41,78,bond,400,393244.73,0.0020844032226172843,,BRCGEEDBS038,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G
11,Fund A,2026-03-31,private_bonds,21522,TEPA13 BRASIL TECNOLOGIA E PARTICIPACAO S.A. IPCA+11.5593% 15/Mar/32,83,bond,5508,5615379.17,0.02976445339591677,,BRTEPADBS031,BRASIL TECNOLOGIA E PARTICIPACAO S.A.
11,Fund A,2026-03-31,private_bonds,21524,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,392,400611.84,0.0021234527748137974,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-03-31,private_bonds,21529,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,1000,1021968.98,0.0054169713643209124,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-03-31,private_bonds,21532,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,1000,1021968.98,0.0054169713643209124,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-03-31,private_bonds,21533,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,934,954519.03,0.005059451254275732,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-03-31,private_bonds,21534,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,930,950431.15,0.0050377833688184485,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-03-31,private_bonds,21535,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,1010,1032188.67,0.005471141077964121,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-03-31,private_bonds,21521,RISP12 AGUAS DO RIO 1 SPE S.A IPCA+6.9% 15/Jan/34,82,bond,407863,4375750.04,0.023193769134745076,,BRRISPDBS020,AGUAS DO RIO 1 SPE S.A
11,Fund A,2026-03-31,private_bonds,21531,RISP12 AGUAS DO RIO 1 SPE S.A IPCA+6.9% 15/Jan/34,82,bond,45520,488360.41,0.002588566187699291,,BRRISPDBS020,AGUAS DO RIO 1 SPE S.A
11,Fund A,2026-03-31,private_bonds,21528,RDORD9 REDE DOR SAO LUIZ S/A CDI+2.25% 25/Jul/31,123,bond,3650,3837051.52,0.020338384567025223,,BRRDORDBS0K9,REDE DOR SAO LUIZ S/A
11,Fund A,2026-03-31,cash,6425,BRL,,,,0,0,,,
11,Fund A,2026-03-31,provisions,204228,taxa CVM,,,,1999.87,0.000010600359406763387,,,
11,Fund A,2026-03-31,provisions,204235,liquidação de compra/venda de ativos na BM&F,,,,7.27,3.853481120631332e-8,,,
11,Fund A,2026-03-31,provisions,204693,liquidação de compromissada (volta),,,,0,0,,,
11,Fund A,2026-03-31,provisions,205613,liquidação de compromissada (ida),,,,0,0,,,
11,Fund A,2026-03-31,provisions,207356,ajuste de saldo em conta,,,,0,0,,,
11,Fund A,2026-03-31,provisions,207357,ajuste de PL,,,,-0.02,-1.0601048474914257e-10,,,
11,Fund A,2026-03-31,provisions,204268,outros/não categorizado,,,,-16.65,-8.825372855366119e-8,,,
11,Fund A,2026-03-31,provisions,205611,taxa SELIC,,,,-161.18,-8.543384965933399e-7,,,
11,Fund A,2026-03-31,provisions,204231,despesa de auditoria,,,,-1361.84,-0.000007218465927538616,,,
11,Fund A,2026-03-31,provisions,205610,taxa CETIP,,,,-2480.82,-0.000013149646538768394,,,
11,Fund A,2026-03-31,provisions,204233,taxa de custódia,,,,-8256.495409,-0.000043763754031858004,,,
11,Fund A,2026-03-31,provisions,204234,taxa de administração,,,,-11563.31687,-0.0000612916413348319,,,
11,Fund A,2026-03-31,provisions,204310,ajuste de futuro,,,,-1353942.14,-0.007176603129184573,,,
11,Fund A,2026-04-30,futures,28766,Futuro de DI1 2030-01-02,89,future,-21,0,-0.007115521485550684,,,
11,Fund A,2026-04-30,futures,28761,Futuro de DI1 2029-01-02,99,future,-21,0,-0.008078448545925522,,,
11,Fund A,2026-04-30,futures,28771,Futuro de DI1 2028-01-03,98,future,-22,0,-0.009582599251220137,,,
11,Fund A,2026-04-30,futures,28759,Futuro de DI1 2027-01-04,97,future,-23,0,-0.011370358892183862,,,
11,Fund A,2026-04-30,futures,28767,Futuro de DI1 2032-01-02,101,future,-82,0,-0.021473162754469387,,,
11,Fund A,2026-04-30,futures,28770,Futuro de DI1 2031-01-02,100,future,-94,0,-0.02802521979073688,,,
11,Fund A,2026-04-30,futures,28760,Futuro de DAP 2026-08-17,95,future,-49,0,-0.04881010023136171,,,
11,Fund A,2026-04-30,futures,28765,Futuro de DAP 2028-08-15,96,future,-78,0,-0.06703630920372362,,,
11,Fund A,2026-04-30,futures,28762,Futuro de DAP 2029-05-15,85,future,-88,0,-0.07174153258744415,,,
11,Fund A,2026-04-30,futures,28763,Futuro de DAP 2033-05-16,94,future,-135,0,-0.08263433071118742,,,
11,Fund A,2026-04-30,futures,28768,Futuro de DAP 2027-05-17,93,future,-88,0,-0.08287613629067674,,,
11,Fund A,2026-04-30,futures,28764,Futuro de DAP 2030-08-15,87,future,-135,0,-0.10023359246880545,,,
11,Fund A,2026-04-30,futures,28758,Futuro de DAP 2032-08-16,88,future,-202,0,-0.13017790666230683,,,
11,Fund A,2026-04-30,futures,28769,Futuro de DAP 2035-05-15,86,future,-480,0,-0.25785916047627083,,,
11,Fund A,2026-04-30,bonds,28734,210100 vencimento 01/03/2028,71,bond,639,12077440.84,0.06524522923082429,,BRSTNCLF1RI1,Tesouro Nacional
11,Fund A,2026-04-30,bonds,28921,OVER @ NTNB 15/08/2028,92,overnight,0,0,0,,,Tesouro Nacional
11,Fund A,2026-04-30,bonds,29344,OVER @ LFT 01/03/2027,148,overnight,249,4691147.35,0.025342702006290043,,,Tesouro Nacional
11,Fund A,2026-04-30,private_bonds,28735,ARTRA7 ARTERIS S.A. IPCA+7.7% 15/Mai/35,75,bond,14803,14839406.74,0.08016603077594685,,BRARTRDBS0C4,ARTERIS S.A.
11,Fund A,2026-04-30,private_bonds,28736,ARTRA8 ARTERIS S.A. IPCA+8.2857% 15/Out/32,76,bond,18500,18533930.48,0.10012473327183409,,BRARTRDBS0E0,ARTERIS S.A.
11,Fund A,2026-04-30,private_bonds,28740,MTXS11 MTX SE-CAMANDUCAIA SPE S.A. IPCA+12.4111% 15/Set/39,80,bond,30000,31630607.58,0.17087612099285016,,BRMTXSDBS006,MTX SE-CAMANDUCAIA SPE S.A.
11,Fund A,2026-04-30,private_bonds,28741,RALM21 RIALMA TRANSMISSORA DE ENERGIA V S/A IPCA+7.8293% 15/Dez/48,81,bond,15640,17185614.46,0.0928408070718168,,BRRALMDBS011,RIALMA TRANSMISSORA DE ENERGIA V S/A
11,Fund A,2026-04-30,private_bonds,28739,MGPRA0 CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A IPCA+7.8868% 15/Mar/42,79,bond,15000,14938238.1,0.08069994148988788,,BRMGPRDBS076,CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A
11,Fund A,2026-04-30,private_bonds,28751,MGPRA0 CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A IPCA+7.8868% 15/Mar/42,79,bond,1000,995882.54,0.005379996099325859,,BRMGPRDBS076,CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A
11,Fund A,2026-04-30,private_bonds,28737,BTEL13 V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. PRÉ+15.05% 15/Abr/32,77,bond,15180,15200199.12,0.08211511766111732,,BRBTELDBS020,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.
11,Fund A,2026-04-30,private_bonds,28757,EPRL12 EPR LITORAL PIONEIRO S.A. IPCA+8.203% 15/Mar/49,173,bond,13840,14453649.56,0.07808207808403803,,BREPRLDBS065,EPR LITORAL PIONEIRO S.A.
11,Fund A,2026-04-30,private_bonds,28744,VRDN12 VIARONDON CONCESSIONARIA DE RODOVIA S/A IPCA+5.55% 15/Dez/34,84,bond,9811,11983719.84,0.06473892591443815,,BRVRDNDBS012,VIARONDON CONCESSIONARIA DE RODOVIA S/A
11,Fund A,2026-04-30,private_bonds,28748,VRDN12 VIARONDON CONCESSIONARIA DE RODOVIA S/A IPCA+5.55% 15/Dez/34,84,bond,46,56187.05,0.0003035358874797834,,BRVRDNDBS012,VIARONDON CONCESSIONARIA DE RODOVIA S/A
11,Fund A,2026-04-30,private_bonds,28738,CGEE13 COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G IPCA+8.7219% 14/Dez/41,78,bond,9985,9108371.33,0.0492056043255089,,BRCGEEDBS038,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G
11,Fund A,2026-04-30,private_bonds,28746,CGEE13 COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G IPCA+8.7219% 14/Dez/41,78,bond,204,186089.91,0.001005302281662876,,BRCGEEDBS038,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G
11,Fund A,2026-04-30,private_bonds,28747,CGEE13 COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G IPCA+8.7219% 14/Dez/41,78,bond,400,364882.18,0.0019711809444370116,,BRCGEEDBS038,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G
11,Fund A,2026-04-30,private_bonds,28743,TEPA13 BRASIL TECNOLOGIA E PARTICIPACAO S.A. IPCA+11.5593% 15/Mar/32,83,bond,5508,5738003.56,0.030998070082854844,,BRTEPADBS031,BRASIL TECNOLOGIA E PARTICIPACAO S.A.
11,Fund A,2026-04-30,private_bonds,28745,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,392,406046.54,0.002193560678174734,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-04-30,private_bonds,28750,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,1000,1035833,0.0055958180565682,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-04-30,private_bonds,28753,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,1000,1035833,0.0055958180565682,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-04-30,private_bonds,28754,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,934,967468.02,0.005226494064834698,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-04-30,private_bonds,28755,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,930,963324.69,0.005204110792608426,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-04-30,private_bonds,28756,PSAN23 PARSAN S.A. CDI+2.7% 18/Mar/30,120,bond,1010,1046191.33,0.005651776237133882,,BRPSANDBS026,PARSAN S.A.
11,Fund A,2026-04-30,private_bonds,28742,RISP12 AGUAS DO RIO 1 SPE S.A IPCA+6.9% 15/Jan/34,82,bond,407863,3793888.6,0.02049549527173619,,BRRISPDBS020,AGUAS DO RIO 1 SPE S.A
11,Fund A,2026-04-30,private_bonds,28752,RISP12 AGUAS DO RIO 1 SPE S.A IPCA+6.9% 15/Jan/34,82,bond,45520,423421.12,0.0022874223569419915,,BRRISPDBS020,AGUAS DO RIO 1 SPE S.A
11,Fund A,2026-04-30,private_bonds,28749,RDORD9 REDE DOR SAO LUIZ S/A CDI+2.25% 25/Jul/31,123,bond,3650,3884585.73,0.02098546285889389,,BRRDORDBS0K9,REDE DOR SAO LUIZ S/A
11,Fund A,2026-04-30,cash,8549,BRL,,,,0,0,,,
11,Fund A,2026-04-30,provisions,259268,despesa de auditoria,,,,12585.261185,0.0000679885964104734,,,
11,Fund A,2026-04-30,provisions,259276,taxa ANBIMA/ANBID,,,,1259.6275,0.000006804809567806644,,,
11,Fund A,2026-04-30,provisions,259181,taxa CVM,,,,399.97,0.000002160733774735486,,,
11,Fund A,2026-04-30,provisions,259707,liquidação de compromissada (volta),,,,0,0,,,
11,Fund A,2026-04-30,provisions,261121,liquidação de compromissada (ida),,,,0,0,,,
11,Fund A,2026-04-30,provisions,261355,outros/não categorizado,,,,0,0,,,
11,Fund A,2026-04-30,provisions,261327,liquidação de compra/venda de ativos na BM&F,,,,-13.82,-7.465895133846142e-8,,,
11,Fund A,2026-04-30,provisions,261118,taxa SELIC,,,,-123.77,-6.686351958872193e-7,,,
11,Fund A,2026-04-30,provisions,261119,taxa CETIP,,,,-1849.75,-0.000009992792708995588,,,
11,Fund A,2026-04-30,provisions,259183,taxa de custódia,,,,-7396.986845,-0.000039960295290310735,,,
11,Fund A,2026-04-30,provisions,259184,taxa de administração,,,,-10354.804664,-0.000055939135855922535,,,
11,Fund A,2026-04-30,provisions,259282,ajuste de futuro,,,,-426055.38,-0.002301653247677981,,,
11,Fund A,2026-05-30,futures,35237,Futuro de DI1 2030-01-02,89,future,-21,0,-0.007127887180005623,,,
11,Fund A,2026-05-30,futures,35232,Futuro de DI1 2029-01-02,99,future,-21,0,-0.008109110181098488,,,
11,Fund A,2026-05-30,futures,35242,Futuro de DI1 2028-01-03,98,future,-22,0,-0.009644970701606782,,,
11,Fund A,2026-05-30,futures,35230,Futuro de DI1 2027-01-04,97,future,-23,0,-0.011466269706917963,,,
11,Fund A,2026-05-30,futures,35238,Futuro de DI1 2032-01-02,101,future,-82,0,-0.021394163009462754,,,
11,Fund A,2026-05-30,futures,35241,Futuro de DI1 2031-01-02,100,future,-94,0,-0.028003774017440593,,,
11,Fund A,2026-05-30,futures,35231,Futuro de DAP 2026-08-17,95,future,-51,0,-0.05123834453630717,,,
11,Fund A,2026-05-30,futures,35236,Futuro de DAP 2028-08-15,96,future,-76,0,-0.0657378811190456,,,
11,Fund A,2026-05-30,futures,35233,Futuro de DAP 2029-05-15,85,future,-86,0,-0.07052366148138675,,,
11,Fund A,2026-05-30,futures,35234,Futuro de DAP 2033-05-16,94,future,-130,0,-0.07959391354174439,,,
11,Fund A,2026-05-30,futures,35239,Futuro de DAP 2027-05-17,93,future,-87,0,-0.08279241722004506,,,
11,Fund A,2026-05-30,futures,35235,Futuro de DAP 2030-08-15,87,future,-131,0,-0.0975944597588606,,,
11,Fund A,2026-05-30,futures,35229,Futuro de DAP 2032-08-16,88,future,-196,0,-0.12625298236191745,,,
11,Fund A,2026-05-30,futures,35240,Futuro de DAP 2035-05-15,86,future,-453,0,-0.24235289701286425,,,
11,Fund A,2026-05-30,bonds,35205,210100 vencimento 01/03/2028,71,bond,639,12207133.21,0.0657878231211886,,BRSTNCLF1RI1,Tesouro Nacional
11,Fund A,2026-05-30,bonds,35488,OVER @ LTN 01/04/2027,144,overnight,0,0,0,,,Tesouro Nacional
11,Fund A,2026-05-30,bonds,36024,OVER @ NTNB 15/08/2028,92,overnight,1238,5672841.72,0.03057260876901915,,,Tesouro Nacional
11,Fund A,2026-05-30,private_bonds,35211,MTXS11 MTX SE-CAMANDUCAIA SPE S.A. IPCA+12.4111% 15/Set/39,80,bond,30000,31841175.72,0.17160143999459362,,BRMTXSDBS006,MTX SE-CAMANDUCAIA SPE S.A.
11,Fund A,2026-05-30,private_bonds,35206,ARTRA7 ARTERIS S.A. IPCA+7.7% 15/Mai/35,75,bond,14803,13684547.63,0.07375004299202148,,BRARTRDBS0C4,ARTERIS S.A.
11,Fund A,2026-05-30,private_bonds,35207,ARTRA8 ARTERIS S.A. IPCA+8.2857% 15/Out/32,76,bond,18500,18147470.18,0.09780204231024374,,BRARTRDBS0E0,ARTERIS S.A.
11,Fund A,2026-05-30,private_bonds,35212,RALM21 RIALMA TRANSMISSORA DE ENERGIA V S/A IPCA+7.8293% 15/Dez/48,81,bond,15640,17071365.14,0.09200259644431691,,BRRALMDBS011,RIALMA TRANSMISSORA DE ENERGIA V S/A
11,Fund A,2026-05-30,private_bonds,35210,MGPRA0 CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A IPCA+7.8868% 15/Mar/42,79,bond,15000,15314154.5,0.08253247263074615,,BRMGPRDBS076,CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A
11,Fund A,2026-05-30,private_bonds,35222,MGPRA0 CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A IPCA+7.8868% 15/Mar/42,79,bond,1000,1020943.63,0.005502164842049743,,BRMGPRDBS076,CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A
11,Fund A,2026-05-30,private_bonds,35208,BTEL13 V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. PRÉ+15.05% 15/Abr/32,77,bond,15180,15299298.66,0.08245241019609617,,BRBTELDBS020,V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.
11,Fund A,2026-05-30,private_bonds,35228,EPRL12 EPR LITORAL PIONEIRO S.A. IPCA+8.203% 15/Mar/49,173,bond,13840,14126181.13,0.07613013552349873,,BREPRLDBS065,EPR LITORAL PIONEIRO S.A.
11,Fund A,2026-05-30,private_bonds,35215,VRDN12 VIARONDON CONCESSIONARIA DE RODOVIA S/A IPCA+5.55% 15/Dez/34,84,bond,9811,11995062.53,0.06464491201791907,,BRVRDNDBS012,VIARONDON CONCESSIONARIA DE RODOVIA S/A
11,Fund A,2026-05-30,private_bonds,35219,VRDN12 VIARONDON CONCESSIONARIA DE RODOVIA S/A IPCA+5.55% 15/Dez/34,84,bond,46,56240.23,0.0003030950925312687,,BRVRDNDBS012,VIARONDON CONCESSIONARIA DE RODOVIA S/A
11,Fund A,2026-05-30,private_bonds,35209,CGEE13 COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G IPCA+8.7219% 14/Dez/41,78,bond,9985,8842568.25,0.04765519522989381,,BRCGEEDBS038,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G
